Catalyst key,Catalyst,Formula,Morphology
paper_1000|output_1000|chem_H_WO3,H-WO3,H-WO3,Hierarchical
paper_1081|output_1081|chem_FeNi_NC_RGO,FeNi@NC/RGO,,Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1081|output_1081|chem_MxCo3-xO4,M_x Co_{3-x} O_4 porous nanocages,,Porous Network
paper_1081|output_1081|chem_NiCo_UMOFNs,NiCo bimetal-organic framework nanosheets,,2D Sheet; Porous Network
paper_1081|output_1081|chem_WC_nanoclusters,carbon-coated WC nanoclusters,,Film/Coating
paper_1082|output_1082|chem_Co2P,Co₂P,Co₂P,Crystalline; Generic Nanostructure; Particle/Cluster; Rough/Wrinkled
paper_1082|output_1082|chem_Co2P_CoP_300,Co₂P/CoP-300,Co₂P/CoP,Particle/Cluster
paper_1082|output_1082|chem_Co2P_CoP_350,Co₂P/CoP-350,Co₂P/CoP,Particle/Cluster
paper_1082|output_1082|chem_Co2P_CoP_400,Co₂P/CoP-400,Co₂P/CoP,Particle/Cluster
paper_1082|output_1082|chem_CoP,CoP,CoP,Crystalline; Generic Nanostructure; Particle/Cluster; Rough/Wrinkled
paper_1083|output_1083|chem_Ag,Ag,Ag,Rough/Wrinkled
paper_1083|output_1083|chem_Au,Au,Au,Rough/Wrinkled
paper_1083|output_1083|chem_Co,Co,Co,Rough/Wrinkled
paper_1083|output_1083|chem_Cu,Cu,Cu,Rough/Wrinkled
paper_1083|output_1083|chem_Fe,Fe,Fe,Rough/Wrinkled
paper_1083|output_1083|chem_Ni,Ni,Ni,Rough/Wrinkled
paper_1083|output_1083|chem_Pd,Pd,Pd,Rough/Wrinkled
paper_1083|output_1083|chem_Pt,Pt,Pt,Rough/Wrinkled
paper_1083|output_1083|chem_W,W,W,Rough/Wrinkled
paper_1084|output_1084|chem_Eu2O3,Eu₂O₃,Eu₂O₃,Particle/Cluster
paper_1085|output_1085|chem_CoS2@MXene,CoS2@MXene,CoS2@Ti3C2Tx,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Hierarchical; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_1087|output_1087|chem_WO3_16nm,16 nm WO3,WO3,Particle/Cluster
paper_1087|output_1087|chem_WO3_2nm,2 nm WO3,WO3,Particle/Cluster
paper_1087|output_1087|chem_WO3_35nm,35 nm WO3,WO3,Particle/Cluster
paper_1087|output_1087|chem_WO3_4nm,4 nm WO3,WO3,Particle/Cluster
paper_1087|output_1087|chem_WO3_60nm,60 nm WO3,WO3,Particle/Cluster
paper_1088|output_1088|chem_bare_ni_foam,bare Ni foam,Ni,2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1088|output_1088|chem_ncf450,NCF450,Ni/NiO@CoFe LDH,2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1088|output_1088|chem_ni_nio_foam,Ni/NiO foam,Ni/NiO,2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1089|output_1089|chem_Cu,Cu,Cu,Film/Coating
paper_1089|output_1089|chem_Cu(OH)2,Cu(OH)₂,Cu(OH)₂,Film/Coating
paper_1089|output_1089|chem_Cu2O,Cu₂O,Cu₂O,Crystalline; Film/Coating; Particle/Cluster
paper_1089|output_1089|chem_CuO,CuO,CuO,Crystalline; Film/Coating; Particle/Cluster
paper_108|output_108|chem_Ni83Fe17_ONCAs,Ni83Fe17 alloy nanocones arrays,Ni83Fe17,1D Wire/Rod/Tube; Amorphous; Array/Aligned; Porous Network; Rough/Wrinkled
paper_1090|output_1090|chem_Cu2O_NW_CF,CF@Cu₂O NW,Cu₂O,2D Sheet
paper_1090|output_1090|chem_LDH_3,CF@LDH-3,CoFe LDH,2D Sheet; Porous Network; Rough/Wrinkled
paper_1091|output_1091|chem_Cu2S,Cu₂S,Cu₂S,1D Wire/Rod/Tube; Array/Aligned; Porous Network
paper_1091|output_1091|chem_Cu2S_Ni,Cu₂S@Ni,Cu₂S@Ni,1D Wire/Rod/Tube; Hollow/Core-Shell
paper_1092|output_1092|chem_Cu_NWs,Cu NWs,Cu,1D Wire/Rod/Tube; 2D Sheet; Film/Coating; Generic Nanostructure; Hollow/Core-Shell; Porous Network
paper_1092|output_1092|chem_Cu_NiFe_LDH,Cu@NiFe LDH,,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_1092|output_1092|chem_NiFe_LDH,pure NiFe LDH,,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Porous Network
paper_1094|output_1094|chem_h-WNRAs,hexagonal tungsten oxide nanorod arrays,WO3,1D Wire/Rod/Tube; Array/Aligned; Generic Nanostructure
paper_1095|output_1095|chem_FeNiB,FeNiB,FeNiB,Particle/Cluster
paper_1096|output_1096|chem_Co-BF,Co–BF,,1D Wire/Rod/Tube; Porous Network
paper_1096|output_1096|chem_CoMo_Co-BF,CoMo/Co–BF,CoMo,1D Wire/Rod/Tube; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1098|output_1098|chem_Ni3S2,Ni₃S₂,Ni₃S₂,2D Sheet; Particle/Cluster; Porous Network
paper_1098|output_1098|chem_Ni3S2_NF,Ni₃S₂-NF,Ni₃S₂ on nickel foam,2D Sheet; Porous Network
paper_1099|output_1099|chem_CP_EGZn_DMG,CP/EGZn/DMG hydrogel electrolyte,,Particle/Cluster; Porous Network
paper_1099|output_1099|chem_CP_EGZn_betaine,CP/EGZn/betaine hydrogel electrolyte,,Porous Network
paper_1099|output_1099|chem_CP_EGZn_proline,CP/EGZn/proline hydrogel electrolyte,,1D Wire/Rod/Tube; Porous Network
paper_109|output_109|chem_NiMo_Int_NF,NiMo/Int/NF,NiMo/MoO2/Ni,1D Wire/Rod/Tube; Porous Network; Rough/Wrinkled
paper_109|output_109|chem_NiMo_NF,NiMo/NF,,Porous Network
paper_10|output_10|chem_Sigracet_39BB_MPL,Sigracet 39BB with Microporous Layer,,Porous Network
paper_1100|output_1100|chem_Pt,Pt,Pt,Film/Coating; Rough/Wrinkled
paper_1100|output_1100|chem_Pt_Au,Pt/Au nano-film,Pt/Au,Film/Coating; Rough/Wrinkled
paper_1101|output_1101|chem_FeCoPd,FeCoPd,FeCoPd,Particle/Cluster
paper_1102|output_1102|chem_NiFeP_CC,NiFeP/CC,(NiFe)2P,1D Wire/Rod/Tube; 2D Sheet; Particle/Cluster; Porous Network
paper_1102|output_1102|chem_Zn_NiFe_LDH_CC,Zn–NiFe LDH/CC,,1D Wire/Rod/Tube; 2D Sheet; Particle/Cluster; Porous Network
paper_1102|output_1102|chem_d_NiFeP_CC,d-NiFeP/CC,(NiFe)2P,1D Wire/Rod/Tube; 2D Sheet; Particle/Cluster; Porous Network
paper_1103|output_1103|chem_NS,NS,NiSe,1D Wire/Rod/Tube; 2D Sheet; Faceted Polyhedron; Particle/Cluster; Porous Network
paper_1103|output_1103|chem_NS_NOOH_1,NS/NOOH-1,NiSe/NiOOH,1D Wire/Rod/Tube; 2D Sheet; Crystalline; Flower/Urchin/Dendrite; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1103|output_1103|chem_NS_NOOH_30,NS/NOOH-30,NiSe/NiOOH,1D Wire/Rod/Tube; 2D Sheet; Crystalline; Flower/Urchin/Dendrite; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1104|output_1104|chem_Ni1-xFex_3P,(Ni_{1 - x}Fe_x)_3P,(Ni_{1 - x}Fe_x)_3P,1D Wire/Rod/Tube; 2D Sheet; Amorphous; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1105|output_1105|chem_n_nicop_nf,N-NiCoP/NF,N-NiCoP,1D Wire/Rod/Tube; Crystalline; Hierarchical; Porous Network
paper_1105|output_1105|chem_ni_co_nf,NiCo/NF,NiCo,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1105|output_1105|chem_nicon_nf,NiCoN/NF,NiCoN,Flower/Urchin/Dendrite; Porous Network
paper_1105|output_1105|chem_nicop_nf,NiCoP/NF,NiCoP,Porous Network
paper_1106|output_1106|chem_1T_WS2_2H_WS2_CdS_WWC_1,1T-WS2/2H-WS2/CdS heterostructures (WWC-1),1T-WS2/2H-WS2/CdS,1D Wire/Rod/Tube; Porous Network
paper_1106|output_1106|chem_CdS,pure CdS nanorods,CdS,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1106|output_1106|chem_WS2,pure WS2 nanosheets,WS2,2D Sheet
paper_1107|output_1107|chem_Ni3S2,Ni3S2,Ni₃S₂,2D Sheet; Porous Network
paper_1108|output_1108|chem_P25,commercial P25,TiO2,Particle/Cluster
paper_1108|output_1108|chem_PC_0.1,PC-0.1,,Particle/Cluster
paper_1109|output_1109|chem_Cu-SnS2-x,Cu-SnS2-x,Cu-SnS2-x,2D Sheet
paper_1109|output_1109|chem_SnS2,SnS2,SnS2,2D Sheet
paper_1110|output_1110|chem_Fe-HPNC_Co3O4,Fe-HPNC/Co₃O₄,FeN₂ + Co₃O₄,Hierarchical; Particle/Cluster; Porous Network
paper_1111|output_1111|chem_NiCo_LDH_CoNi2S4,NiCo-LDH@CoNi2S4,,2D Sheet
paper_1111|output_1111|chem_NiOOH,NiOOH,NiOOH,2D Sheet; Porous Network
paper_1111|output_1111|chem_NiOOH_Ni3S2,NiOOH@Ni3S2,,2D Sheet
paper_1111|output_1111|chem_Ni_Co_P_CoNi2S4,Ni–Co–P@CoNi2S4,,2D Sheet; Hollow/Core-Shell
paper_1111|output_1111|chem_Ni_Co_oxyhydroxides,Ni–Co oxyhydroxides,,2D Sheet; Generic Nanostructure; Particle/Cluster
paper_1112|output_1112|chem_Cu4N_Ni3N_CFC,Cu₄N/Ni₃N,Cu₄N/Ni₃N,2D Sheet
paper_1112|output_1112|chem_S_NiFe_OOH_NF,"S-(Ni,Fe)OOH/NF",,Porous Network
paper_1113|output_1113|chem_NiFe_LDH,NiFe layered double hydroxide,NiFe-LDH,2D Sheet
paper_1114|output_1114|chem_CoBi,CoBi,,2D Sheet; Amorphous; Particle/Cluster; Porous Network
paper_1114|output_1114|chem_CoBi_MXene,CoBi/MXene,,2D Sheet; Amorphous; Particle/Cluster; Porous Network
paper_1114|output_1114|chem_MXene,MXene,Ti₃C₂Tₓ,2D Sheet
paper_1116|output_1116|chem_Mo2C,Mo₂C,Mo₂C,2D Sheet
paper_1116|output_1116|chem_Ru1_Mo2C,Ru₁–Mo₂C,Ru₁-Mo₂C,2D Sheet; Porous Network
paper_1116|output_1116|chem_RuNF,Ru/NF,,Porous Network
paper_1117|output_1117|chem_Co_film_TP,Co film/TP,Co,Film/Coating; Porous Network
paper_1117|output_1117|chem_Co_foam_TP,Co foam/TP,Co,Film/Coating; Porous Network
paper_1117|output_1117|chem_TP,TP,Ti,Generic Nanostructure; Particle/Cluster; Porous Network
paper_1118|output_1118|chem_NiO_Ni_Cu,NiO/Ni@Cu,NiO/Ni,2D Sheet; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_1118|output_1118|chem_Ni_Cu,Ni@Cu,Ni,2D Sheet; Hollow/Core-Shell; Porous Network
paper_1118|output_1118|chem_Ni_OH_2_Ni_Cu,Ni(OH)₂/Ni@Cu,Ni(OH)₂/Ni,2D Sheet; Hollow/Core-Shell; Porous Network
paper_111|output_111|chem_NiFe_Ce_LDH,NiFe-Ce LDH,NiFeCe(OH)x,2D Sheet; Array/Aligned; Generic Nanostructure; Porous Network
paper_111|output_111|chem_Ni_Ce_LDH,Ni-Ce LDH,,2D Sheet; Porous Network
paper_111|output_111|chem_Ni_Fe_LDH,Ni-Fe LDH,,2D Sheet; Porous Network
paper_1122|output_1122|chem_Co3O4,Co3O4,Co3O4,Particle/Cluster
paper_1122|output_1122|chem_W-Co3O4,W–Co3O4,W-Co3O4,Particle/Cluster
paper_1122|output_1122|chem_com_Co3O4,commercial Co3O4,Co3O4,Particle/Cluster
paper_1123|output_1123|chem_PtRuMoFeCoNi_HEA-QDs,PtRuMoFeCoNi high-entropy alloy quantum dots,PtRuMoFeCoNi,Particle/Cluster
paper_1124|output_1124|chem_Pt1_PC,Pt₁@PC,Pt₁@PC,Particle/Cluster; Porous Network
paper_1124|output_1124|chem_Pt1_PMo12_PC,Pt₁@PMo₁₂@PC,Pt₁@PMo₁₂@PC,Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_1124|output_1124|chem_Pt1_PW12_PC,Pt₁@PW₁₂@PC,Pt₁@PW₁₂@PC,Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_1125|output_1125|chem_MSN_WO3,MSN-WO3,WO3,1D Wire/Rod/Tube; 2D Sheet; Flower/Urchin/Dendrite; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1125|output_1125|chem_MSN_WO3_x,MSN-WO3-x,WO3-x,1D Wire/Rod/Tube; Array/Aligned; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1125|output_1125|chem_Ru_MSN_WO3_x,Ru/MSN-WO3-x,Ru/WO3-x,1D Wire/Rod/Tube; Array/Aligned; Flower/Urchin/Dendrite; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1127|output_1127|chem_Ru_CoP,needle-like Ru/CoP,Ru/CoP,1D Wire/Rod/Tube
paper_1127|output_1127|chem_Ru_CoP_B,Ru/CoP-B,Ru/CoP,1D Wire/Rod/Tube
paper_1129|output_1129|chem_Pt_NC,Pt/NC,Pt/NC,Generic Nanostructure; Particle/Cluster
paper_1129|output_1129|chem_Pt_NSC,Pt/NSC,Pt/NSC,Crystalline; Particle/Cluster; Porous Network
paper_1129|output_1129|chem_Pt_XC_72,Pt/XC-72,Pt/XC-72,Particle/Cluster
paper_1130|output_1130|chem_La1-Run_NC,La₁–Ruₙ/NC,La₁-Ruₙ/NC,Particle/Cluster
paper_1130|output_1130|chem_MoO3-Run_NC,MoO₃–Ruₙ/NC,MoO₃-Ruₙ/NC,Particle/Cluster
paper_1130|output_1130|chem_Sm1-Run_NC,Sm₁–Ruₙ/NC,Sm₁-Ruₙ/NC,1D Wire/Rod/Tube; Particle/Cluster
paper_1132|output_1132|chem_Pt_B-WO2.9,Pt/B-WO2.9,Pt/B-WO2.9,Particle/Cluster
paper_1133|output_1133|chem_Ru_YNC,Ru–YNC,,2D Sheet; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_1134|output_1134|chem_RuS2-x,RuS2-x (Sv),RuS2-x,2D Sheet; Faceted Polyhedron; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster
paper_1136|output_1136|chem_Co(OH)2_CC,Co(OH)₂/CC,Co(OH)₂,Porous Network
paper_1136|output_1136|chem_Ru_CC,Ru/CC,Ru,2D Sheet; Film/Coating
paper_1138|output_1138|chem_RuW_W-NC,RuW/W–NC,,Particle/Cluster
paper_1139|output_1139|chem_Ru_NPs_RANEY_Ni,Ru_NPs@RANEY® Ni,Ru/Ni,Generic Nanostructure; Particle/Cluster; Porous Network
paper_113|output_113|chem_Cu_GDE,25-nm-thick Cu-coated gas diffusion electrode,Cu,Crystalline; Film/Coating; Porous Network
paper_1140|output_1140|chem_CoFe_LDH,CoFe LDH,,Porous Network
paper_1141|output_1141|chem_pt1ru2_moc,Pt₁Ru₂/MoC,Pt₁Ru₂/MoC,Generic Nanostructure; Particle/Cluster
paper_1141|output_1141|chem_pt_moc,Pt/MoC,Pt/MoC,Particle/Cluster
paper_1141|output_1141|chem_ru_moc,Ru/MoC,Ru/MoC,Particle/Cluster
paper_1142|output_1142|chem_d-NiFeP_CC,d-NiFeP/CC,(NiFe)2P,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1143|output_1143|chem_MoS2_MM,MoS2/MM,MoS2,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster
paper_1143|output_1143|chem_MoS2_MM_C,MoS2/MM-C,MoS2,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster
paper_1143|output_1143|chem_O_MoS2_MM,O-MoS2/MM,MoS2Ox,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1143|output_1143|chem_oxidized_MoS2_MM,oxidized MoS2/MM,MoS2Ox,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster
paper_1145|output_1145|chem_Au3Ir,Au₃Ir nanoalloys,Au₃Ir,Particle/Cluster
paper_1146|output_1146|chem_0.5Pd_FeOx,0.5Pd-FeO_x,Pd(0.5wt%)-FeO_x,Particle/Cluster
paper_1146|output_1146|chem_5Pd_FeOx,5Pd-FeO_x,Pd(5wt%)-FeO_x,Particle/Cluster
paper_1146|output_1146|chem_Pd3Fe_FeOx,0.5Pd_3Fe-FeO_x,Pd3Fe(0.5wt% Pd)-FeO_x,Particle/Cluster
paper_1147|output_1147|chem_NiSe_NF,NiSe/NF,NiSe,1D Wire/Rod/Tube; Flower/Urchin/Dendrite; Generic Nanostructure; Porous Network
paper_1147|output_1147|chem_powdery_NiSe,powdery NiSe,NiSe,1D Wire/Rod/Tube; Flower/Urchin/Dendrite; Generic Nanostructure; Porous Network
paper_1148|output_1148|chem_polycrystalline_Ag,polycrystalline silver,Ag,Crystalline
paper_1148|output_1148|chem_polycrystalline_Au,polycrystalline gold,Au,Crystalline
paper_1149|output_1149|chem_Pt,Pt thin-film electrode,Pt,Film/Coating; Particle/Cluster; Porous Network
paper_114|output_114|chem_Ni0.04Co0.48Zn0.36V0.12Cr2Ox,Ni0.04Co0.48Zn0.36V0.12Cr2Ox,Ni0.04Co0.48Zn0.36V0.12Cr2Ox,Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1150|output_1150|chem_CoCat,CoCat,,Film/Coating
paper_1151|output_1151|chem_MWCNT-GCE,multi-walled carbon nanotube composite film-glassy carbon electrode,,1D Wire/Rod/Tube; Film/Coating
paper_1152|output_1152|chem_NiII_O_CoII,Ni^{II} -O- Co^{II},Co-Ni(OH)_2,Porous Network
paper_1152|output_1152|chem_NiII_O_NiII,Ni^{II} -O- Ni^{II},Ni(OH)_2,Porous Network
paper_1152|output_1152|chem_NiII_delta_O_CoII_delta,Ni^{II + δ} -O- Co^{II + δ},Co-Ni(OH)_2@CoNi,Porous Network
paper_1152|output_1152|chem_NiII_delta_O_NiII_delta,Ni^{II + δ} -O- Ni^{II + δ},Ni(OH)_2@Ni,Porous Network
paper_1153|output_1153|chem_co_ru_das_ru_nps_nc_4,Co-Ru DAS/Ru NPs/NC-4,,Generic Nanostructure; Particle/Cluster
paper_1154|output_1154|chem_CeO2-NiCoP,CeO2-NiCoP,CeO2-NiCoP,1D Wire/Rod/Tube; 2D Sheet; Array/Aligned; Generic Nanostructure; Hollow/Core-Shell; Porous Network; Rough/Wrinkled
paper_1154|output_1154|chem_NiCoP,NiCoP,NiCoP,1D Wire/Rod/Tube; Array/Aligned; Generic Nanostructure; Rough/Wrinkled
paper_1155|output_1155|chem_FeCoNi_LDH,FeCoNi LDH,,1D Wire/Rod/Tube; 2D Sheet; Flower/Urchin/Dendrite; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1155|output_1155|chem_FeNi_LDH,FeNi LDH,,2D Sheet; Generic Nanostructure; Porous Network; Rough/Wrinkled
paper_1155|output_1155|chem_NiCo_LDH,NiCo LDH,,2D Sheet; Porous Network
paper_1155|output_1155|chem_NiNi_LDH,NiNi LDH,,2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1156|output_1156|chem_co_co_oh_2,Co@Co(OH)₂,Co@Co(OH)₂,2D Sheet; Generic Nanostructure; Hollow/Core-Shell; Porous Network
paper_1156|output_1156|chem_p_co_co_oh_2,P-Co/Co(OH)₂,P-Co/Co(OH)₂,Hollow/Core-Shell; Porous Network
paper_1157|output_1157|chem_RhPd-H_NPs,RhPd-H NPs,RhPd-H,Crystalline; Particle/Cluster
paper_1157|output_1157|chem_RhPd_NPs,RhPd NPs,RhPd,Particle/Cluster
paper_1158|output_1158|chem_RhPd-H,RhPd-H,RhPdH,1D Wire/Rod/Tube; 2D Sheet; Flower/Urchin/Dendrite; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Rough/Wrinkled
paper_1158|output_1158|chem_RhPd-H/C-A,RhPd-H/C-A,,2D Sheet; Hollow/Core-Shell
paper_115|output_115|chem_HEA_AlZnFeCoNi,High-Entropy Alloy interphase layer,Al7Zn5Fe4Co3Ni1,Film/Coating; Particle/Cluster; Rough/Wrinkled
paper_115|output_115|chem_bare_Li,bare Lithium,Li,Crystalline; Film/Coating; Generic Nanostructure; Rough/Wrinkled
paper_1160|output_1160|chem_Fe_Ni_111_flat,Fe/Ni(111)_flat,Fe/Ni(111),2D Sheet; Generic Nanostructure; Particle/Cluster; Rough/Wrinkled
paper_1160|output_1160|chem_NF_acid,acid-treated NF (NF_acid),,Porous Network; Rough/Wrinkled
paper_1160|output_1160|chem_Ni_111_flat,Ni(111)_flat,Ni(111),Particle/Cluster
paper_1161|output_1161|chem_FeMoO4,FeMoO4,FeMoO4,Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1161|output_1161|chem_alpha_FeOOH,α-FeO(OH),FeO(OH),2D Sheet; Faceted Polyhedron; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1161|output_1161|chem_gamma_FeOOH,γ-FeO(OH),FeO(OH),2D Sheet; Faceted Polyhedron; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1162|output_1162|chem_FeMoO4_NF,FeMoO4/NF,FeMoO4,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1163|output_1163|chem_FeMoO4_NF,FeMoO4/NF,FeMoO4,Generic Nanostructure; Particle/Cluster; Porous Network
paper_1163|output_1163|chem_FeMoO4_powder_NF,FeMoO4 powder/NF,FeMoO4,Generic Nanostructure; Particle/Cluster; Porous Network
paper_1164|output_1164|chem_CuNiFe_0.1_CF,CuNiFe0.1@CF,CuNiFe_{0.1}@CF,Porous Network
paper_1164|output_1164|chem_CuNiFe_1_CF,CuNiFe1@CF,CuNiFe_{1}@CF,Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_1164|output_1164|chem_CuNiFe_3_CF,CuNiFe3@CF,CuNiFe_{3}@CF,Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_1165|output_1165|chem_NiOOH,NiOOH,NiOOH,2D Sheet
paper_1166|output_1166|chem_FeCoNiLaPd,FeCoNiLaPd,,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Hierarchical; Particle/Cluster
paper_1166|output_1166|chem_FeCoNiPd,FeCoNiPd,,Particle/Cluster
paper_1166|output_1166|chem_FeCoNiScPd,FeCoNiScPd,,Particle/Cluster
paper_1167|output_1167|chem_Cr2S3_NF,Cr₂S₃@NF,Cr₂S₃,Particle/Cluster; Porous Network
paper_1167|output_1167|chem_Ni3S2_Cr2S3_NF,Ni₃S₂/Cr₂S₃@NF,Ni₃S₂/Cr₂S₃,Particle/Cluster; Porous Network
paper_1167|output_1167|chem_Ni3S2_NF,Ni₃S₂@NF,Ni₃S₂,Particle/Cluster; Porous Network
paper_1167|output_1167|chem_NiCr_NF,NiCr@NF,NiCr,Porous Network
paper_1168|output_1168|chem_na_ru3ni,NA-Ru₃Ni,Ru₃Ni,Generic Nanostructure; Particle/Cluster
paper_1168|output_1168|chem_na_ru3ni_c,NA-Ru₃Ni/C,Ru₃Ni/C,Generic Nanostructure
paper_1168|output_1168|chem_ru3ni_300,Ru₃Ni-300,Ru₃Ni,Generic Nanostructure; Particle/Cluster
paper_1168|output_1168|chem_ru3ni_600,Ru₃Ni-600,Ru₃Ni,Generic Nanostructure; Particle/Cluster
paper_1169|output_1169|chem_PtCoCuNiZn,ultrafine quinary PtCoCuNiZn nanoalloy,PtCoCuNiZn,Particle/Cluster
paper_1169|output_1169|chem_PtCoCuZn,ultrafine PtCoCuZn nanoalloy,PtCoCuZn,Array/Aligned; Particle/Cluster
paper_1169|output_1169|chem_PtCuZn,ultrafine PtCuZn nanoalloy,PtCuZn,Array/Aligned
paper_1169|output_1169|chem_PtZn,ultrafine PtZn nanoalloy,PtZn,Array/Aligned; Particle/Cluster
paper_116|output_116|chem_Pt_surface,Pt surface,Pt,1D Wire/Rod/Tube; Amorphous; Crystalline; Hollow/Core-Shell; Particle/Cluster
paper_116|output_116|chem_jagged_Pt_NW,jagged Pt nanowires,Pt,1D Wire/Rod/Tube; Amorphous; Crystalline; Hollow/Core-Shell; Particle/Cluster
paper_1170|output_1170|chem_boronized_Co,boronized Co sheet,,Film/Coating; Rough/Wrinkled
paper_1170|output_1170|chem_boronized_Fe,boronized Fe sheet,,Film/Coating; Rough/Wrinkled
paper_1170|output_1170|chem_boronized_Ni,boronized Ni sheet,,2D Sheet; Film/Coating; Generic Nanostructure; Rough/Wrinkled
paper_1170|output_1170|chem_boronized_NiFe_35,boronized 35% NiFe alloy sheet,,Film/Coating
paper_1170|output_1170|chem_boronized_NiFe_50,boronized 50% NiFe alloy sheet,,Film/Coating
paper_1170|output_1170|chem_boronized_NiFe_80,boronized 80% NiFe alloy sheet,,2D Sheet; Film/Coating; Generic Nanostructure; Rough/Wrinkled
paper_1171|output_1171|chem_Co3_xNixO4_NF,Co_{3-x}Ni_xO_4/NF,Co_{3-x}Ni_xO_4,Hollow/Core-Shell; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1171|output_1171|chem_EA_Co3_xNixO4_NF,EA-Co_{3-x}Ni_xO_4/NF,Co_yNi_{1-y}O,Hollow/Core-Shell; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1172|output_1172|chem_Ni45Fe55,Ni45Fe55,Ni_{0.45}Fe_{0.55}OOH,2D Sheet; Particle/Cluster
paper_1173|output_1173|chem_Ni(OH)2,Ni(OH)₂,Ni(OH)₂,Particle/Cluster
paper_1173|output_1173|chem_Ni5Co3Mo-OH,Ni5Co3Mo-OH,Ni₅Co₃Mo-OH,2D Sheet; Particle/Cluster; Porous Network
paper_1173|output_1173|chem_NiCo-OH,NiCo-OH,NiCo-OH,Particle/Cluster; Porous Network
paper_1173|output_1173|chem_NiMo-OH,NiMo-OH,NiMo-OH,Particle/Cluster
paper_1174|output_1174|chem_Cl-Ni(OH)2,Cl-Ni(OH)₂,Cl-Ni(OH)₂,2D Sheet; Particle/Cluster; Porous Network
paper_1174|output_1174|chem_EE_Cl-Ni(OH)2,EE/Cl-Ni(OH)₂,EE/Cl-Ni(OH)₂,2D Sheet; Particle/Cluster
paper_1174|output_1174|chem_Ni(OH)2,Ni(OH)₂,Ni(OH)₂,2D Sheet; Particle/Cluster; Porous Network
paper_1175|output_1175|chem_Ni_Ni3C,Ni/Ni3C,Ni/Ni₃C,2D Sheet; Particle/Cluster; Porous Network
paper_1175|output_1175|chem_OH_Ni,OH-Ni,OH-Ni,Crystalline; Flower/Urchin/Dendrite; Generic Nanostructure; Particle/Cluster; Rough/Wrinkled
paper_1175|output_1175|chem_OH_Ni_Ni3C,OH-Ni/Ni3C,OH-Ni/Ni₃C,Flower/Urchin/Dendrite; Generic Nanostructure; Hierarchical; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1177|output_1177|chem_Ni_Ni3S2_NPs,Ni@Ni₃S₂ NPs,Ni@Ni₃S₂,1D Wire/Rod/Tube; 2D Sheet; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_1178|output_1178|chem_MoO2_Ru_NT,MoO2@Ru NT,MoO2@Ru,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Porous Network
